,Urinary Retention,,2119,C50790,E1309,Accumulation of urine within the bladder because of the inability to urinate.,MedDRA:10046555:Urinary retention,,,,,E13|E1309,,
,Urinary Tract Infection,,2120,C50791,E1310,"An inflammatory process affecting any part of the urinary tract, most commonly the bladder or the urethra.",MedDRA:10046571:Urinary tract infection,Kidney and Urinary Tract,Infections,,,E13|E1310,,
,,Kidney Infection,4502,C34965,E131001,An inflammatory process affecting the kidney.,MedDRA:10023424:Kidney infection,Kidney and Urinary Tract,Infections,,,E13|E1310|E131001,,
,Unspecified Kidney or Urinary Problem,,4503,C36286,E1311,"The report describes a non-specific problem with the kidneys or urinary system. Note: Please use ""Appropriate Term / Code Not Available"" if the report describes a specific problem but the relevant term does not exist.",,,,,Term was added on 18 March 2020 for cases where the category of a health effect was reported but with no further details.,E13|E1311,,
,Urolithiasis,,4861,C114688,E1312,"A condition arising from the formation of renal calculi (e.g. kidney stones, bladder stones, urinary tract stones).",MedDRA:10046707:Urolithiasis,,,,"Term was added on 31 January 2023. For details, see comment No. 89 of the Change Log (Release Number 2023).",E13|E1312,,
,Interstitial Cystitis,,4862,C27189,E1313,A chronic bladder condition resulting in recurring discomfort or pain in the bladder or surrounding pelvic region. Also known as Bladder Pain Syndrome (BPS).,MedDRA:10011796:Cystitis interstitial,,,,"Term was added on 31 January 2023. For details, see comment No. 90 of the Change Log (Release Number 2023).",E13|E1313,,
,Bladder Wall Thickening,,4863,C193444,E1314,"Thickening of the bladder walls, including Bladder Trabeculation.",MedDRA:10079064:Bladder wall thickening,,,,"Term was added on 31 January 2023. For details, see comment No. 91 of the Change Log (Release Number 2023).",E13|E1314,,
,Hydronephrosis,,4880,C26796,E1315,A condition of excess urine accumulation in kidney(s) that causes swelling of kidneys.,MedDRA:10020524:Hydronephrosis,,,New,Term added for Release Number 2024. See no. 5 of Change Log,E13|E1315,,
,Bladder Dysfunction,,4881,C206546,E1316,"Impaired or abnormal functioning of the bladder, including sphincters.",MedDRA:10069632:Bladder Dysfunction,,,New,Term added for Release Number 2024. See no. 14 of Change Log,E13|E1316,,
,Kidney injury,,4882,C35245,E1317,Traumatic damage to the kidney(s).,MedDRA:10070510:Traumatic renal injury,,,New,Term added for Release Number 2024. See no. 15 of Change Log,E13|E1317,,
,Urinary Incontinence,,4572,C78497,E232402,Inability to control voluntary passage of urine from the body.,MedDRA:10046543:Urinary incontinence,Generalized Disorders,Kidney and Urinary Tract,Modified (editorial),"Editorial change to add Kidney and Urinary Tract as Secondary Category. For details, see comment No. 100 of the Change Log (Release Number 2023). Amended in Version 1 on 23 February 2023.
Code hierarchy adjusted for secondary category to prevent primary parent term appearing in three places. Release No. 2024",E13|E232402,,
Reproductive System and Breast,,,,,E14,Reproductive System and Breast,,,,Not selectable,Please use more detailed term within the hierarchy,E14,,
,Premature Menopause,,4496,C80099,E1210,Menopause occurring spontaneously before 40 years of age,MedDRA:10036601:Premature menopause,"Endocrine, Metabolism and Nutrition",Reproductive System and Breast,,"Term was added on 18 March 2020 as an additional level 2 term for ""Endocrine, Metabolism and Nutrition"".",E14|E1210,,
,Abnormal Vaginal Discharge,,2123,C50795,E1401,"Secretions from the vagina with a smell, colour, or texture which is different from normal.",MedDRA:10057094:Vaginal discharge abnormality,,,,,E14|E1401,,
,Breast Discomfort/Pain,,4504,C78223,E1402,"Having pain, tenderness or discomfort in the breast.",MedDRA:10006298:Breast pain,,,,,E14|E1402,,
,Breast Mass,,2439,C3197,E1403,"Abnormality in the breast parenchyma, identified either by palpation or imaging. These abnormalities include calcifications, breast tissue distortion, presence of areas of density, and presence of benign or malignant tumors.",MedDRA:10006272:Breast mass,,,,,E14|E1403,,
,Cervical Changes,,1773,C50488,E1404,"Changes such as abnormal, pathological, benign, malignant, etc.",MedDRA:10008351:Cervix disorder,Reproductive System and Breast,Investigations and Diagnostic Tests,,,E14|E1404,,
,Dyspareunia,,4505,C2997,E1405,Painful or difficult coitus.,MedDRA:10013941:Dyspareunia,,,,,E14|E1405,,
,Fallopian Tube Perforation,,4506,C78294,E1406,A rupture in the fallopian tube due to traumatic or pathologic processes.,MedDRA:10065790:Fallopian tube perforation,Reproductive System and Breast,Procedural Complications,,,E14|E1406,,
,Genital Bleeding,,4507,C79472,E1407,Abnormal bleeding from the genitalia.,MedDRA:10071812:Genital bleeding,,,,,E14|E1407,,
,,Intermenstrual Bleeding,2665,C34818,E140701,Uterine bleeding that occurs during a time not associated with the normal menstrual period.,MedDRA:10022559:Intermenstrual bleeding,,,,,E14|E1407|E140701,,
,,Menorrhagia,4508,C26829,E140702,Heavy or large blood loss during menses.,MedDRA:10027313:Menorrhagia,,,,,E14|E1407|E140702,,
,Menstrual Irregularities,,1959,C35219,E1408,"Deviations from the normal process; e.g. delayed, difficult, profuse, scanty, unusual bleeding, etc.",MedDRA:10027333:Menstrual irregularity,,,,,E14|E1408,,
,Nipple Sensation Changes,,2162,C50673,E1409,Excessive sensitivity or changes in sensitivity in the nipple(s),MedDRA:10082498:Nipple sensation changes,,,,Editorial change to the definition on 16 February 2021.,E14|E1409,,
,Nipple Ulceration,,2441,C50674,E1410,Ulcer that develops in the nipple.,MedDRA:10029424:Nipple ulceration,,,,,E14|E1410,,
,Pelvic Inflammatory Disease,,2000,C3889,E1411,Any pelvic infection involving the upper female genital tract beyond the cervix.,MedDRA:10034254:Pelvic inflammatory disease,,,,,E14|E1411,,
,Rectovaginal Fistula,,4509,C172026,E1412,Abnormal connection between rectum and vagina.,MedDRA:10051097:Rectovaginal fistula,,,,Editorial change to the definition on 16 February 2021.,E14|E1412,,
,Sexual Dysfunction,,4510,C3347,E1413,"Difficulty, lack of desire, or pain associated with coitus.",MedDRA:10040477:Sexual dysfunction,,,,,E14|E1413,,
,,Erectile Dysfunction,4511,C3133,E141301,Persistent or recurrent inability to achieve or to maintain an erection during sexual activity.,MedDRA:10061461:Erectile dysfunction,,,,,E14|E1413|E141301,,
,Toxic Shock Syndrome,,2108,C35498,E1414,A rare acute life-threatening systemic bacterial noncontagious illness caused by staphylococcal exotoxins.,MedDRA:10044248:Toxic shock syndrome,Reproductive System and Breast,Infections,,,E14|E1414,,
,Uterine Perforation,,2121,C50793,E1415,A rupture in the uterus due to traumatic or pathologic processes.,MedDRA:10046810:Uterine perforation,Reproductive System and Breast,Procedural Complications,,,E14|E1415,,
,Vesicovaginal Fistula,,4512,C172051,E1416,Abnormal connection between vagina and bladder.,MedDRA:10069086:Vesicovaginal fistula,,,,,E14|E1416,,
,Unspecified Reproductive System or Breast Problem,,4513,C172028,E1417,"The report describes a non-specific problem with the breasts or reproductive system. Note: Please use ""Appropriate Term / Code Not Available"" if the report describes a specific problem but the relevant term does not exist.",,,,,Term was added on 18 March 2020 for cases where the category of a health effect was reported but with no further details.,E14|E1417,,
,Breast Feeding Problem,,4829,C187366,E1418,Issues related to the ability to breastfeed.,,,,,"Term was added on 27 January 2022. For details, see comment No. 158 / 160 of the Change Log (Release Number 2022).",E14|E1418,,
,Vaginal Dryness,,4864,C78699,E1419,An uncomfortable feeling of itching and burning in the vaginal opening resulting from inadequate vaginal lubrication.,MedDRA:10046904:Vaginal dryness,,,,"Term was added on 31 January 2023. For details, see comment No. 92 of the Change Log (Release Number 2023).",E14|E1419,,
,Pelvic Pain,,4865,C40122,E1420,Pain in the pelvic area,MedDRA:10034263:Pelvic pain,Reproductive System and Breast,Generalized Disorders,,"Term was added on 31 January 2023. For details, see comment No. 93 of the Change Log (Release Number 2023).",E14|E1420,,
,Ectopic Pregnancy,,1819,C34945,E1506,Pregnancy condition that happens when there is a developing fetus or embryo outside the uterus.,MedDRA:10014166:Ectopic pregnancy,"Pregnancy, Childbirth and the Puerperium",Reproductive System and Breast,,,E14|E1506,,
,Incompetent Cervix,,1927,C50607,E1509,"Cervix that is abnormally prone to dilate without contractions in the second trimester of pregnancy, resulting in premature expulsion of the fetus.",MedDRA:10021632:Incompetent cervix,"Pregnancy, Childbirth and the Puerperium",Reproductive System and Breast,,,E14|E1509,,
,Vaginal Mucosa Damage,,2124,C50522,E1519,Injury to vaginal mucosa.,MedDRA:10080926:Vaginal mucosal damage,"Pregnancy, Childbirth and the Puerperium",Reproductive System and Breast,,,E14|E1519,,
,Double Capsule,,4579,C171967,E2341,The presence of two distinct capsular layers around an implant with an intercapsular space,,Generalized Disorders,Reproductive System and Breast,,"Term was added on 18 March 2020 as an additional level 2 term for ""Generalized Disorders"".",E14|E2341,,
"Pregnancy, Childbirth and the Puerperium",,,,,E15,"Pregnancy, Childbirth and the Puerperium",,,,Not selectable,Please use more detailed term within the hierarchy,E15,,
,Abortion,,1688,C35221,E1501,The unintentional or intentional loss of a pregnancy before 22 weeks gestation.,MedDRA:10000210:Abortion,,,,,E15|E1501,,
,,Complete Induced Abortion,2212,C50500,E150101,Expulsion of all the products of conception following medical or surgical pregnancy termination.,MedDRA:10060928:Abortion induced complete,,,,,E15|E1501|E150101,,
,,Incomplete Induced Abortion,2213,C50608,E150102,The uterus is not entirely emptied of products of conception following medical or surgical pregnancy termination.,MedDRA:10053984:Abortion induced incomplete,,,,,E15|E1501|E150102,,
,,Induced Abortion,2214,C50613,E150103,Abortion brought on intentionally.,MedDRA:10021716:Induced abortion,,,,,E15|E1501|E150103,,
,,Missed Abortion,2215,C50652,E150104,Retention in uterus of an abortus.,MedDRA:10027704:Missed abortion,,,,,E15|E1501|E150104,,
,,Spontaneous Abortion,4514,C34336,E150105,Spontaneous expulsion of a human fetus before it is viable.,MedDRA:10041687:Spontaneous abortion,,,,,E15|E1501|E150105,,
,Amnionitis,,2217,C50459,E1502,Inflammation of the amnion.,MedDRA:10051242:Amnionitis,,,,,E15|E1502,,
,Cephalohematoma,,2599,C50484,E1503,"A subperiosteal hemorrhage limited to the surface of one cranial bone, a usually benign condition seen in the newborn as a result of bone trauma.",MedDRA:10060531:Cephalohematoma,,,,,E15|E1503,,
,Chorioamnionitis,,1777,C26720,E1504,"An infection involving chorion, amnion and amniotic fluid; generally, there is also involve placental villi and from decidua.",MedDRA:10008755:Chorioamnionitis,"Pregnancy, Childbirth and the Puerperium",Infections,,,E15|E1504,,
,Congenital Defect/Deformity,,1782,C2849,E1505,Any abnormality either hereditary or due an influence that happen during the pregnancy until the moment of birth.,MedDRA:10048305:Birth defects,"Pregnancy, Childbirth and the Puerperium",Musculoskeletal System,,,E15|E1505,,
,Ectopic Pregnancy,,1819,C34945,E1506,Pregnancy condition that happens when there is a developing fetus or embryo outside the uterus.,MedDRA:10014166:Ectopic pregnancy,"Pregnancy, Childbirth and the Puerperium",Reproductive System and Breast,,,E15|E1506,,
,Fetal Distress,,1856,C50563,E1507,"Signs or symptoms which may be indicative of distress to a fetus, which may include repetitive variable decelerations, fetal tachycardia or bradycardia, late decelerations, or low biophysical profile.",MedDRA:10016486:Fetal distress,"Pregnancy, Childbirth and the Puerperium",Heart,,,E15|E1507,,
,Hypoxia in Utero,,2210,C50564,E1508,"Caused by conditions such as inadequate placental function (often abruptio placentae), preeclamptic toxicity, prolapse of the umbilical cord, or complications from anesthetic administration.",MedDRA:10022748:Intra-uterine hypoxia,,,,,E15|E1508,,
,Incompetent Cervix,,1927,C50607,E1509,"Cervix that is abnormally prone to dilate without contractions in the second trimester of pregnancy, resulting in premature expulsion of the fetus.",MedDRA:10021632:Incompetent cervix,"Pregnancy, Childbirth and the Puerperium",Reproductive System and Breast,,,E15|E1509,,
,Low Apgar Score,,1718,C50416,E1510,Any Apgar score less than seven. This may be the initial or a subsequent apgar score.,MedDRA:10002944:Apgar score low,"Pregnancy, Childbirth and the Puerperium",Investigations and Diagnostic Tests,,,E15|E1510,,
,Neonatal Deformities,,1974,C50666,E1511,Anatomic abnormality manifested during the neonatal period of physical or mechanical origin.,MedDRA:10082494:Neonatal deformity,"Pregnancy, Childbirth and the Puerperium",Musculoskeletal System,,,E15|E1511,,
,Neonatal Hearing Impairment,,1975,C50667,E1512,An abnormality that affects hearing within the first month after birth.,MedDRA:10080921:Neonatal hearing impairment,"Pregnancy, Childbirth and the Puerperium",Ear and Labyrinth,,,E15|E1512,,
,,Complete Neonatal Hearing Loss,4515,C171957,E151201,Complete loss of the ability to detect or understand sounds present in an infant within its first month after birth.,MedDRA:10082499:Complete neonatal hearing loss,"Pregnancy, Childbirth and the Puerperium",Ear and Labyrinth,,,E15|E1512|E151201,,
,,Partial Neonatal Hearing loss,4516,C172016,E151202,Partial loss of the ability to detect or understand sounds present in an infant within its first month after birth.,MedDRA:10082496:Partial neonatal hearing loss,"Pregnancy, Childbirth and the Puerperium",Ear and Labyrinth,,,E15|E1512|E151202,,
,Perinatal Brain Injury,,1852,C73501,E1513,Injury to the brain of a newborn infant occurring around the time of birth.,MedDRA:10056392:Perinatal brain damage,"Pregnancy, Childbirth and the Puerperium",Nervous System,,,E15|E1513,,
,Pregnancy with a Contraceptive Device,,4517,C172022,E1514,The woman became pregnant despite using a contraceptive device.,MedDRA:10063130:Pregnancy with contraceptive device,,,,,E15|E1514,,
,Premature Labor,,2465,C50917,E1515,Delivery of a viable infant before the normal end of gestation.,MedDRA:10036599:Premature labor,,,,,E15|E1515,,
,Respiratory Distress Syndrome of Newborns,,2046,C27560,E1516,A condition of the newborn marked by dyspnea with cyanosis.,MedDRA:10038692:Respiratory distress syndrome in newborn,"Pregnancy, Childbirth and the Puerperium",Respiratory System,,,E15|E1516,,
,Teratogenic Effects,,2273,C50916,E1517,Appearance of anomalies and/or developmental defects due to exposure to an agent that can disturb the development of an embryo or fetus.,MedDRA:10043275:Teratogenicity,,,,,E15|E1517,,
,Toxins In Children,,2098,C50493,E1518,Children affected by toxins may be due to silicone breast implants and their effects on unborn children and from breastfeeding.,MedDRA:10053487:Exposure to toxic agent,,,,,E15|E1518,,
,Vaginal Mucosa Damage,,2124,C50522,E1519,Injury to vaginal mucosa.,MedDRA:10080926:Vaginal mucosal damage,"Pregnancy, Childbirth and the Puerperium",Reproductive System and Breast,,,E15|E1519,,
,Infertility,,4830,C3836,E1520,"Inability to conceive for at least one year after trying and having unprotected sex. Causes of female infertility include endometriosis, fallopian tubes obstruction, and polycystic ovary syndrome. Causes of male infertility include abnormal sperm production or function, blockage of the epididymis, blockage of the ejaculatory ducts and hypospadias.",MedDRA:10021926:Infertility,,,,"Term was added on 27 January 2022. For details, see comment No. 159 / 206 of the Change Log (Release Number 2022).",E15|E1520,,
,Toxemia,,2207,C50780,E190103,The condition resulting from the spread of bacterial products (toxins) by the bloodstream.,MedDRA:10059857:Toxemia,Infections,"Pregnancy, Childbirth and the Puerperium",,,E15|E190103,,
Musculoskeletal System,,,,,E16,Musculoskeletal System,,,,Not selectable,Please use more detailed term within the hierarchy,E16,,
,Congenital Defect/Deformity,,1782,C2849,E1505,Any abnormality either hereditary or due an influence that happen during the pregnancy until the moment of birth.,MedDRA:10048305:Birth defects,"Pregnancy, Childbirth and the Puerperium",Musculoskeletal System,,,E16|E1505,,
,Neonatal Deformities,,1974,C50666,E1511,Anatomic abnormality manifested during the neonatal period of physical or mechanical origin.,MedDRA:10082494:Neonatal deformity,"Pregnancy, Childbirth and the Puerperium",Musculoskeletal System,,,E16|E1511,,
,Arthralgia,,2355,C50464,E1601,Pain in a joint.,MedDRA:10003239:Arthralgia,,,,,E16|E1601,,
,Arthritis,,1723,C2883,E1602,An inflammatory process affecting a joint.,MedDRA:10003246:Arthritis,,,,,E16|E1602,,
,,Rheumatoid Arthritis,1724,C2884,E160201,"A chronic systemic disease, primarily of the joints, marked by inflammatory changes in the synovial membranes and articular structures, widespread fibrinoid degeneration of the collagen fibers in mesenchymal tissues, and by atrophy and rarefaction of bony structures.",MedDRA:10039073:Rheumatoid arthritis,,,,,E16|E1602|E160201,,
,Bone Fracture(s),,1870,C3046,E1603,A traumatic or pathological injury to the bone in which the continuity of the bone is broken.,MedDRA:10017076:Fracture,Musculoskeletal System,Injury,,,E16|E1603,,
,,Hip Fracture,2349,C26794,E160301,"Traumatic or pathological injury to the hip in which the continuity of either the femoral head, femoral neck, intertrochanteric or subtrochanteric regions is broken.",MedDRA:10020100:Hip fracture,Musculoskeletal System,Injury,,,E16|E1603|E160301,,
,,Limb Fracture,4518,C172003,E160302,A traumatic break in one or more of the bones in a limb.,MedDRA:10074551:Limb fracture,Musculoskeletal System,Injury,,,E16|E1603|E160302,,
,,Multiple Fractures,4519,C26778,E160303,Two or more simultaneous traumatic breaks in one or more bones.,MedDRA:10028200:Multiple fractures,Musculoskeletal System,Injury,,,E16|E1603|E160303,,
,,Skull Fracture,2077,C50745,E160304,A traumatic or pathologic injury to the bones of the skull in which the continuity of the bones of the skull is broken.,MedDRA:10061365:Skull fracture,Musculoskeletal System,Injury,,,E16|E1603|E160304,,
,,Vertebral Fracture,4520,C80516,E160305,Traumatic or pathological injury to the spine in which the continuity of a vertebral bone is broken.,MedDRA:10047333:Vertebral fracture,Musculoskeletal System,Injury,,,E16|E1603|E160305,,
,Connective Tissue Disease,,1786,C26729,E1604,A non-neoplastic or neoplastic disorder that affects the connective tissue.,MedDRA:10061087:Connective tissue disorder,,,,,E16|E1604,,
,Cramp(s) /Muscle Spasm(s),,4521,C34827,E1605,"A sustained, sudden and involuntary contraction of a muscle or group of muscles.",MedDRA:10011285:Cramp,,,,,E16|E1605,,
,,Abdominal Cramps,2543,C34331,E160501,An involuntary muscular contraction involving a muscle of the abdomen or of a hollow organ within the abdomen.,MedDRA:10000057:Abdominal cramps,,,,,E16|E1605|E160501,,
,Damage to Ligament(s),,1952,C50633,E1606,An injury to any of the fibrous bands of tissue that comprise an articulation (joint).,MedDRA:10061223:Ligament injury,Musculoskeletal System,Injury,,,E16|E1606,,
,Difficulty Chewing,,4522,C50492,E1607,"Problem with mastication due to pain, discomfort or loss of mobility in the jaw.",MedDRA:10067464:Chewing difficulty,Musculoskeletal System,Gastrointestinal System,,,E16|E1607,,
,Fasciitis,,2375,C50559,E1608,Inflammation of fascia.,MedDRA:10016228:Fasciitis,,,,,E16|E1608,,
,Fibromyositis,,1860,C50566,E1609,Inflammation and fibrous degeneration of a muscle.,MedDRA:10063041:Fibromyositis,Musculoskeletal System,Infections,,,E16|E1609,,
,Head Injury,,1879,C34660,E1610,A traumatic injury to the head.,MedDRA:10019196:Head injury,Musculoskeletal System,Injury,,,E16|E1610,,
,Hyperextension,,4523,C98951,E1611,Forceful extension of a joint beyond its normal limits.,MedDRA:10062310:Joint hyperextension,,,,,E16|E1611,,
,Inadequate Osseointegration,,2646,C50914,E1612,Insufficient structural and functional connection between living bone and the surface of a synthetic implant.,MedDRA:10068157:Inadequate osteointegration,,,,,E16|E1612,,
,,Aseptic loosening,4883,C206539,E161201,Failure of the fixation of a prosthetic component in the absence of infection.,MedDRA:10090445:Aseptic joint prosthesis loosening,,,New,Term added for Release Number 2024. See no. 69 of Change Log,E16|E1612|E161201,,
,,Septic loosening,4884,C206540,E161202,Failure of the fixation of a prosthetic component in the presence of infection.,MedDRA:10090446:Septic joint prosthesis loosening,,,New,Term added for Release Number 2024. See no. 70 of Change Log,E16|E1612|E161202,,
,Intervertebral Disc Compression or Protrusion,,4524,C171999,E1613,"Degenerative, pathological or traumatic changes in the cartilaginous tissue of the spine leading to unwanted compression or protrusion of the disc.",MedDRA:10055039:Intervertebral disc compression,,,,,E16|E1613,,
,Joint Dislocation,,2374,C26750,E1614,An abnormal separation where two or more bones meet.,MedDRA:10023204:Joint dislocation,Musculoskeletal System,Injury,,,E16|E1614,,
,,Subluxation,4525,C172034,E161401,Partial dislocation of the bones in a joint.,MedDRA:10042402:Subluxation,Musculoskeletal System,Injury,,,E16|E1614|E161401,,
,Joint Laxity,,4526,C172000,E1615,Looseness or instability of a joint.,MedDRA:10070874:Joint laxity,,,,,E16|E1615,,
,Loss of Range of Motion,,2032,C50637,E1616,A finding that the flexibility of a joint is below the expected range of normal for that individual.,MedDRA:10048706:Joint range of motion decreased,,,,,E16|E1616,,
,,Ankylosis,4527,C171941,E161601,"Immobility of the joint due to the formation of bone, cartilaginous or fibrous tissues around the joints.",MedDRA:10002559:Ankylosis,,,,,E16|E1616|E161601,,
,,Joint Contracture,4528,C124948,E161602,"Permanent restriction of a joint, usually resulting from prolonged spasticity in a muscle area.",MedDRA:10023201:Joint contracture,,,,,E16|E1616|E161602,,
,,Muscular Rigidity,1968,C50659,E161603,"An involuntary, persistent state of firm, tense muscles with marked resistance to passive movement.",MedDRA:10028330:Muscle rigidity,,,,,E16|E1616|E161603,,
,,Arthrofibrosis,4885,C206553,E161604,Fibrotic joint disorder characterized by excessive collagen production and adhesions that result in restricted joint motion and pain.,MedDRA:10058029:Arthrofibrosis,,,New,Term added for Release Number 2024. See no. 71 of Change Log,E16|E1616|E161604,,
,,Joint locking,2672,C206537,E161605,"Joint is blocked or becomes stuck.
For Pseudo-locking use E1616 - Loss of Range of Motion.",MedDRA:10061258:Joint lock,,,New,Term added for Release Number 2024. See no. 72 of Change Log,E16|E1616|E161605,,
,Malunion of Bone,,4529,C118393,E1617,"Faulty healing of bone, resulting in improper anatomical alignment.",MedDRA:10026729:Malunion of fracture,,,,,E16|E1617,,
,Metal Related Pathology,,4530,C172007,E1618,"
Also known as Metallosis. Includes trunnionosis, aseptic fibrosis or local necrosis secondary to metal corrosion and release of wear debris. ",MedDRA:10081986:Periprosthetic metallosis,,,,"Definition was modified on 27 January 2022 (Old definition: Aseptic fibrosis or local necrosis secondary to metal corrosion and release of wear debris. It's also known as Metallosis.). For details, see comment No. 114 / 203 of the Change Log (Release Number 2022).",E16|E1618,,
,Muscle Hypotonia,,4531,C87070,E1619,Abnormally low level of muscle tone.,MedDRA:10081180:Muscle hypotonia,,,,,E16|E1619,,
,Muscle/Tendon Damage,,4532,C110943,E1620,Any injury to muscle or tendon tissue including strains.,MedDRA:10028314:Muscle injury,,,,,E16|E1620,,
,Muscle Weakness/Atrophy,,1967,C187271,E1621,A reduction in the strength and/or mass of one or more muscles.,MedDRA:10028350:Muscle weakness,Musculoskeletal System,Nervous System,,"Term/Definition was modified on 27 January 2022 (Old term/definition: Muscle Weakness: A reduction in the strength of one or more muscles.) For details, see comment No. 120 of the Change Log (Release Number 2022).",E16|E1621,,
,Myalgia,,2238,C27009,E1622,Pain sensation originating from a muscle or group of muscles.,MedDRA:10028411:Myalgia,Musculoskeletal System,Generalized Disorders,,,E16|E1622,,
,Neck Pain,,2433,C50663,E1623,Pain in the neck area.,MedDRA:10028836:Neck pain,Musculoskeletal System,Generalized Disorders,,,E16|E1623,,
,Neck Stiffness,,2434,C50664,E1624,"Limited mobility of the neck, usually accompanied by pain.",MedDRA:10028843:Neck stiffness,,,,,E16|E1624,,
,Nonunion/Delayed-union Bone Fracture,,2369,C50529,E1625,Broken bone that doesn't heal or is delayed in healing.,MedDRA:10017081:Fracture delayed union,,,,"Term/Definition was modified on 27 January 2022 (Old term/definition: Nonunion Bone Fracture: Broken bone that doesn't heal.) MedDRA mapping also updated from Nonunion of fracture(10029746) to Fracture delayed union(10017081). For details, see comment No. 117 of the Change Log (Release Number 2022).",E16|E1625,,
,Extraskeletal ossification,,1428,C206674,E1626,"The formation of bone or of a bony substance outside the normal skeleton. Includes ectopic or heterotopic ossification, myositis ossificans.",MedDRA:10049811:Extraskeletal ossification,,,Modified (technical),Term and Definition and MedDRA map modified for Release Number 2024. Previous term was Ossification. Previous MedDRA map was 10065453:Ectopic ossification. See no. 73 of Change Log.,E16|E1626,,
,Osteolysis,,2377,C50681,E1627,Dissolution of bone; applied especially to the removal or loss of the calcium of bone.,MedDRA:10031248:Osteolysis,,,,,E16|E1627,,
,Osteomyelitis,,4533,C27577,E1628,Infection of bone or bone marrow.,MedDRA:10031252:Osteomyelitis,Musculoskeletal System,Infections,,,E16|E1628,,
,Osteopenia/ Osteoporosis,,2651,C50910,E1629,Decreased calcification or density of bone tissue.,MedDRA:10049088:Osteopenia,,,,,E16|E1629,,
,Polymyositis,,1992,C26925,E1630,An idiopathic inflammatory disorder affecting the muscles. It presents with symmetrical proximal muscle weakness and elevated skeletal muscle enzymes.,MedDRA:10036102:Polymyositis,,,,,E16|E1630,,
,Spinal Column Injury,,2081,C50751,E1631,Damage to the bones of the spine.,MedDRA:10069689:Spinal column injury,Musculoskeletal System,Injury,,,E16|E1631,,
,Synovitis,,2094,C50766,E1632,Inflammation of a synovial membrane.,MedDRA:10042868:Synovitis,Musculoskeletal System,Infections,,,E16|E1632,,
,Tooth Fracture,,2428,C50777,E1633,Breakage of any portion of the tooth.,MedDRA:10062544:Tooth fracture,Musculoskeletal System,Injury,,,E16|E1633,,
,Unequal Limb Length,,4534,C78657,E1634,Discrepancy between the lengths of the lower or upper extremities.,MedDRA:10065738:Unequal limb length,,,,,E16|E1634,,
,Unspecified Musculoskeletal problem,,4535,C110937,E1635,"The report describes a non-specific problem with the musculoskeletal system. Note: Please use ""Appropriate Term / Code Not Available"" if the report describes a specific problem but the relevant term does not exist.",,,,,Term was added on 18 March 2020 for cases where the category of a health effect was reported but with no further details.,E16|E1635,,
,Tooth Loss,,4831,C187368,E1636,One or more teeth lost/dislodged from the mouth.,MedDRA:10044044:Tooth loss,,,,"Term was added on 27 January 2022. For details, see comment No. 218 of the Change Log (Release Number 2022).",E16|E1636,,
,Bursitis,,4832,C94407,E1637,Inflammation of the fluid-filled pad (bursa).,MedDRA:10006811:Bursitis,,,,"Term was added on 27 January 2022. For details, see comment No. 112 of the Change Log (Release Number 2022).",E16|E1637,,
,Cartilage damage,,4833,C35606,E1638,Damage of cartilage.,MedDRA:10007705:Cartilage damage,,,,"Term was added on 27 January 2022. For details, see comment No. 113 of the Change Log (Release Number 2022).",E16|E1638,,
,Joint Impingement,,4834,C187369,E1639,"Impingement relating to joints. Can be e.g. implant-on-bone, implant-on-soft tissue, or implant-on-implant impingement. ",MedDRA:10087218:Joint impingement,,,,"Term was added on 27 January 2022. For details, see comment No. 119 of the Change Log (Release Number 2022).",E16|E1639,,
,Mastoiditis,,4835,C128368,E1640,An infection of the bony air cells in the mastoid bone.,MedDRA:10026900:Mastoiditis,Musculoskeletal System,Infections,,"Term was added on 27 January 2022. For details, see comment No. 241 of the Change Log (Release Number 2022).",E16|E1640,,
,Limb Pain,,4836,C187370,E1641,Pain in the arms and/or legs.,MedDRA:10033447:Pain in limb ,,,,"Term was added on 27 January 2022. For details, see comment No. 57 / 187 of the Change Log (Release Number 2022).",E16|E1641,,
,Spinal deformity,,4886,C99064,E1642,Abnormal curvature and/or alignment of the spine.,MedDRA:10058907:Spinal deformity,,,New,Term added for Release Number 2024. See no. 18 of Change Log,E16|E1642,,
,Tendinopathy,,4887,C206544,E1643,"Overuse tendon injuries characterized by a combination of pain, diffuse or localized swelling, and impaired performance. Problems include tendonitis/tendinitis and tendinosis, as well as tendon tears and inflammation of membranes around a tendon",MedDRA:10080130:Tendinopathy,,,New,Term added for Release Number 2024. See no. 68 of Change Log,E16|E1643,,
,Compartment syndrome,,4888,C118422,E1644,"Condition in which a closed muscle compartment's pressure increases to such an extent that the circulation is diminished, e.g. due to decrease in a compartment volume or an increase in the contents of a compartment, or both.",MedDRA:10010121:Compartment syndrome,Musculoskeletal System,Vascular System,New,Term added for Release Number 2024. See no. 74 of Change Log,E16|E1644,,
,Hemarthrosis,,4889,C206552,E1645,Bleeding into the joints,MedDRA:10019409:Hemarthrosis,Musculoskeletal System,Vascular System,New,Term added for Release Number 2024. See no. 75 of Change Log,E16|E1645,,
,Bone Notching,,4890,C206536,E1646,An indentation made at the edge of the bone without bone breakage.,MedDRA:10057328:Bone Injury,Musculoskeletal System,Procedural Complications,New,Term added for Release Number 2024. See no. 76 of Change Log,E16|E1646,,
